  1.0000000000000000       0.25000000000000000     
  0.50000000000000000       0.16666666666666674     
  0.25000000000000000       0.11547619047619051     
  0.12500000000000000        8.7128149628149631E-002
  6.2500000000000000E-002   7.2233797792473298E-002
  3.1250000000000000E-002   6.4604291730751218E-002
  1.5625000000000000E-002   6.0743811116596658E-002
  7.8125000000000000E-003   5.8802129771892475E-002
  3.9062500000000000E-003   5.7828428267556742E-002
  1.9531250000000000E-003   5.7340862271590076E-002
  9.7656250000000000E-004   5.7096900460416933E-002
